Id,NAME,ADDRESS,CITY,STATE_HEADQUARTERED,ZIP,PHONE,AMOUNT_COVERED,AMOUNT_UNCOVERED,REVENUE,COVERED_ENCOUNTERS,UNCOVERED_ENCOUNTERS,COVERED_MEDICATIONS,UNCOVERED_MEDICATIONS,COVERED_PROCEDURES,UNCOVERED_PROCEDURES,COVERED_IMMUNIZATIONS,UNCOVERED_IMMUNIZATIONS,UNIQUE_CUSTOMERS,QOLS_AVG,MEMBER_MONTHS
b3221cfc-24fb-339e-823d-bc4136cbc4ed,Dual Eligible,7500 Security Blvd,Baltimore,MD,21244,1-877-267-2323,627.17,33.01,14000.00,2,0,0,0,0,0,4,0,2,0.0,156
7caa7254-5050-3b5e-9eae-bd5ea30e809c,Medicare,7500 Security Blvd,Baltimore,MD,21244,1-800-633-4227,7599.53,305.64,115000.00,37,0,0,0,0,0,50,0,6,0.8243338638238367,492
7c4411ce-02f1-39b5-b9ec-dfbea9ad3c1a,Medicaid,7500 Security Blvd,Baltimore,MD,21244,1-877-267-2323,19968.74,4170.99,250500.00,93,0,0,0,0,0,128,0,5,0.2,1740
d47b3510-2895-3b70-9897-342d681c769d,Humana,500 West Main St,Louisville,KY,40018,1-844-330-7799,86.80,228398.53,11512400.00,537,0,0,7,0,7,0,736,89,0.9376919145713102,6792
6e2f1a2d-27bd-3701-8d08-dae202c58632,Blue Cross Blue Shield,Michigan Plaza,Chicago,IL,60007,1-800-262-2583,6412.78,106641.11,11016000.00,434,0,0,0,0,0,598,0,85,0.9160582426870255,6156
5059a55e-5d6e-34d1-b6cb-d83d16e57bcf,UnitedHealthcare,9800 Healthcare Lane,Minnetonka,MN,55436,1-888-545-5205,262.24,120619.58,11143500.00,486,0,0,0,0,0,0,620,82,0.9492280895616866,5832
4d71f845-a6a9-3c39-b242-14d25ef86a8d,Aetna,151 Farmington Ave,Hartford,CT,6156,1-800-872-3862,262.24,126246.13,12570000.00,489,0,0,0,0,0,0,667,84,0.9361017936428278,6276
047f6ec3-6215-35eb-9608-f9dda363a44c,Cigna Health,900 Cottage Grove Rd,Bloomfield,CT,6002,1-800-997-1654,389.35,171615.00,12243000.00,447,0,0,5,0,5,0,594,87,0.9181717371202154,5832
42c4fca7-f8a9-3cd1-982a-dd9751bf3e2a,Anthem,220 Virginia Ave,Indianapolis,IN,46204,1-800-331-1476,299.60,112963.74,13092200.00,456,0,0,0,0,0,0,580,85,0.927179080093312,5952
b1c428d6-4f07-31e0-90f0-68ffa6ff8c76,NO_INSURANCE,,,,,,0.00,126468.14,0.00,0,413,0,2,0,2,0,460,6,1.8836359785272392,2820
