Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
b387836e-40b2-3daf-8866-cd7668916a53,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,701 WEST NORTH AVE,MELROSE PARK,IL,60160,41.902895,-87.864303,7084504924,0.0,7
b1ad1b56-50a6-3cf0-b7b1-6a1dfb50a76c,EVANSTON HOSPITAL,2650 RIDGE AVE,EVANSTON,IL,60201,42.046391,-87.694352,8474328000,0.0,22
338b64a3-4082-3cac-ad26-9776f254d69d,ADVOCATE TRINITY HOSPITAL,2320 E 93RD ST,CHICAGO,IL,60617,41.837551,-87.681844,7739672000,0.0,1
a083cdd0-c8c4-3cd7-8dd5-bd6145f78370,WEST SUBURBAN MEDICAL CENTER,3 ERIE COURT,OAK PARK,IL,60302,41.887166,-87.78994200000002,7083836200,0.0,8
24226033-e389-31b6-9bdd-deabe4870abb,MACNEAL  HOSPITAL,3249 SOUTH OAK PARK AVENUE,BERWYN,IL,60402,41.843332,-87.790924,7087839100,0.0,5
5e3b4e0b-ba90-321f-aa5e-0c7b3d13d7ad,RUSH OAK PARK HOSPITAL,520 S MAPLE AVE,OAK PARK,IL,60304,41.887166,-87.78994200000002,7083839300,0.0,11
6031402a-9750-37cc-ac1e-0c7dac7da448,LOUIS A WEISS MEMORIAL HOSPITAL,4646 N MARINE DRIVE,CHICAGO,IL,60640,41.837551,-87.681844,7738788700,0.0,2
e1ee6849-e4e5-37a4-901a-47b8ff5d6fcd,LORETTO HOSPITAL,645 SOUTH CENTRAL AVE,CHICAGO,IL,60644,41.837551,-87.681844,7736264300,0.0,1
de5ba84c-becc-3d95-9427-12bcec6f0bd6,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,5841 SOUTH MARYLAND,CHICAGO,IL,60637,41.837551,-87.681844,7737021000,0.0,1
deee6a00-d016-3b51-8f88-4c572e0cc3b7,ST BERNARD HOSPITAL,326 W 64TH ST,CHICAGO,IL,60621,41.837551,-87.681844,7739623900,0.0,1
c4b34868-af7b-3af4-acdb-56d6d4b26bfe,THOREK MEMORIAL HOSPITAL,850 W IRVING PARK RD,CHICAGO,IL,60613,41.837551,-87.681844,3125256780,0.0,2
ceedc1f7-54be-3b08-8c10-95e4ff6d3e77,METROSOUTH MEDICAL CENTER,12935 S GREGORY,BLUE ISLAND,IL,60406,41.65757,-87.681126,7085972000,0.0,10
cff08b7f-bf70-36b0-99b1-ef3d2733dbf7,JOHN H STROGER JR HOSPITAL,1901 W HARRISON ST,CHICAGO,IL,60612,41.837551,-87.681844,3128646000,0.0,3
42b934d1-f657-3262-bf21-037bfed84543,HOLY CROSS HOSPITAL,2701 W 68TH STREET,CHICAGO,IL,60629,41.835726,-87.681415,7738849000,0.0,25
2c2d5846-b303-34c9-8c55-0ab848c3e63e,UNIVERSITY OF ILLINOIS HOSPITAL,1740 WEST TAYLOR ST SUITE 1400,CHICAGO,IL,60612,41.837551,-87.681844,3129963900,0.0,1
1787b6a0-b008-3822-81a2-6813173ec78a,MERCY HOSPITAL AND MEDICAL CENTER,2525 S MICHIGAN AVE,CHICAGO,IL,60616,41.837551,-87.681844,3125672000,0.0,1
bf8134f9-da21-38e7-ae10-a1d13a263594,LITTLE COMPANY OF MARY HOSPITAL,2800 W 95TH ST,EVERGREEN PARK,IL,60805,41.721279,-87.70133,7084226200,0.0,14
6327c400-e913-3adb-a838-397969e7986e,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,836 WEST WELLINGTON AVENUE,CHICAGO,IL,60657,41.837551,-87.681844,7739751600,0.0,3
f61032a9-388f-3082-aaf9-0137960f597c,INGALLS MEMORIAL HOSPITAL,ONE INGALLS DRIVE,HARVEY,IL,60426,41.607445,-87.65227900000002,7083332300,0.0,3
03c08d1a-4eda-36e5-a70b-6733d1454fbc,ELMHURST MEMORIAL HOSPITAL,155 EAST BRUSH HILL ROAD,ELMHURST,IL,60126,41.896018,-87.943658,6308331400,0.0,1
094d3374-0fcf-38f7-99f8-6fb36378b9c7,NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,41.837551,-87.681844,7732928200,0.0,1
050f6f47-5df7-3a66-8725-2444f415f3d3,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,4440 W 95TH STREET,OAK LAWN,IL,60453,41.713436,-87.75256,7086848000,0.0,1
a17f3ea3-a64c-3161-98d9-8584e416a4e2,ADVOCATE LUTHERAN GENERAL HOSPITAL,1775 DEMPSTER ST,PARK RIDGE,IL,60068,42.011762,-87.843434,8477232210,0.0,19
a86a5e2c-fc31-33c7-b8cc-2f2b27ca039a,WESTLAKE COMMUNITY HOSPITAL,1225 LAKE ST,MELROSE PARK,IL,60160,41.902895,-87.864303,7089384000,0.0,3
125a1f53-5873-32e8-a2e0-87803fc6a65e,COMMUNITY FIRST MEDICAL CENTER,5645 W ADDISON STREET,CHICAGO,IL,60634,41.837551,-87.681844,7732827000,0.0,1
1ce9ef4c-86e3-3010-a433-09d88ba4be4e,ALEXIAN BROTHERS MEDICAL CENTER 1,800 W BIESTERFIELD RD,ELK GROVE VILLAGE,IL,60007,42.035118,-87.901072,8474375500,0.0,2
b79af9a9-1af3-330d-a1e2-97338bb5f34f,ADVENTIST GLENOAKS,701 WINTHROP AVENUE,GLENDALE HEIGHTS,IL,60139,41.918877,-88.07809499999998,6305456160,0.0,5
e7a874c3-b86e-3fc5-bdc3-14b1326d03a1,PROVIDENT HOSPITAL OF CHICAGO,500 E 51ST ST,CHICAGO,IL,60615,41.837551,-87.681844,3125722000,0.0,7
6fe3f2db-859e-35b2-9d6c-9b5883c7e286,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,225 E CHICAGO  BOX 57,CHICAGO,IL,60611,41.837551,-87.681844,7738804000,0.0,2
59cce8f9-0c08-3eea-9e2c-7e2db829ab01,PCP3101,7638 W N AVE,ELMWOOD PARK,IL,60707-4157,41.922464,-87.816317,708-452-4257,0.0,59
7bdabd48-8a3f-3f50-b7a5-d9ad829bbab8,PCP3746,7777 LAKE ST,RIVER FOREST,IL,60305-1734,41.894875,-87.819064,708-771-0550,0.0,39
510dcb37-64d7-31e7-ba7a-8f4166226c97,PCP3845,500 ASBURY AVE,EVANSTON,IL,60202-2724,42.046391,-87.694352,847-316-3320,0.0,39
886d98d0-c666-312d-8089-9fa1fb0d4cf5,PCP4129,9056 W GOLF RD,NILES,IL,60714-5805,42.027864,-87.809956,847-824-4144,0.0,71
29680c97-67cb-35fd-b048-29b95352fb7a,PCP6438,2500 RIDGE AVE,EVANSTON,IL,60201-2477,42.046391,-87.694352,847-866-8653,0.0,43
10d91466-92fe-3d75-a482-3a698f4cc4d5,PCP7056,913 LEE ST,EVANSTON,IL,60202-1713,42.046391,-87.694352,847-328-3060,0.0,40
accc78fc-cd84-3b39-8d36-8774196413ce,PCP8237,2850 W 95TH ST,EVERGREEN PARK,IL,60805-2734,41.721278999999996,-87.70133,708-425-8900,0.0,33
54361451-eb7a-3fb2-bf8f-c8d0e16e4342,PCP8269,200 S MAPLE AVE,OAK PARK,IL,60302-3026,41.887166,-87.78994200000001,708-383-7566,0.0,54
29b8eb58-4837-3e43-8d24-d99fd21bc69e,PCP12325,645 N MICHIGAN AVE,CHICAGO,IL,60611-2879,41.979738,-87.92843,312-337-4404,0.0,8
fad981e6-3103-38e2-971a-dd233ebebd68,PCP13371,229 W GRAND AVE QW,BENSENVILLE,IL,60106-3373,41.959701,-87.94346,630-940-6629,0.0,26
df2d7678-d32e-3247-8611-8f85cb631284,PCP13449,3368 W DEVON AVE,LINCOLNWOOD,IL,60712-1317,42.005429,-87.732959,773-764-5300,0.0,110
67acc187-2d8c-39af-9ecb-d6a110b0b060,PCP13503,1580 N NORTHWEST HWY 224,PARK RIDGE,IL,60068-1468,42.011762,-87.843434,847-827-9090,0.0,27
53c8c5cd-8d12-35d4-a0f1-6c023c08756f,PCP13953,1740 RIDGE AVE,EVANSTON,IL,60201-5918,42.046391,-87.694352,847-328-4074,0.0,25
4aa81361-846d-3d8b-85e5-188914501016,PCP18564,530 HOME AVE,OAK PARK,IL,60304-1010,41.887166,-87.78994200000001,312-775-2794,0.0,34
7c728aee-7115-35bc-b946-4e6a06ce2aab,ILLINOIS NEURO AND PHYSICAL REHABILITATION LTD,199 S ADDISON,WOOD DALE,IL,60191-1929,41.966306,-87.980851,630-766-1552,0.0,55
29638977-5b44-3e36-a76c-36d46beed35c,TREATMENT TRAINING DEVELOPMENTAL SERVICES LLC,231 W 148TH PL,DOLTON,IL,60419-1411,41.630274,-87.596839,708-716-0534,0.0,53
686d6351-d21e-3dcc-8130-0646aae26cbb,PCP24574,800 BUSSE HWY,PARK RIDGE,IL,60068-2300,42.011762,-87.843434,847-692-6655,0.0,54
e6a0f49a-695e-3c73-af75-35f9a56e94d8,PCP26346,4701 N CUMBERLAND AVE,NORRIDGE,IL,60706-2905,41.963738,-87.823195,708-456-0152,0.0,47
2d792940-5c84-3880-8c61-dfd653dd0632,PCP27878,708 CHURCH ST,EVANSTON,IL,60201-3840,42.046391,-87.694352,847-869-2775,0.0,35
12aae963-dcd6-3e3a-8802-e2d7b095c641,PCP28313,7101 N CICERO AVE,LINCOLNWOOD,IL,60712-2144,42.005429,-87.732959,312-458-9086,0.0,64
4c131664-0736-348f-baf4-49d51db72b3d,PCP29547,6677 N LINCOLN AVE,LINCOLNWOOD,IL,60712-3619,42.005429,-87.732959,847-679-4619,0.0,53
d940d9b4-2f55-3f47-b84d-decfb484459e,PCP29871,1103 WESTGATE ST,OAK PARK,IL,60301-1022,41.887166,-87.78994200000001,708-386-8112,0.0,39
4029cf5b-a438-326e-bf5f-b17ff35ef353,PCP29903,7101 N CICERO AVE,LINCOLNWOOD,IL,60712-2112,42.005429,-87.732959,773-991-7224,0.0,105
88a764c4-52d7-3494-a9a6-2a6d03d21fa7,PCP32269,2603 BROADWAY,EVANSTON,IL,60201-1501,42.046391,-87.694352,847-400-6507,0.0,30
577d3ef6-4564-31b1-af8c-e5bbe6072e0d,PCP32841,1635 E 154TH ST,DOLTON,IL,60419-3001,41.630274,-87.596839,708-841-9550,0.0,112
fe8f090b-4444-3717-ac8d-53e6cf0ffaca,PCP32929,708 CHURCH ST,EVANSTON,IL,60201-3881,42.046391,-87.694352,312-335-0311,0.0,38
334e9382-0f0a-3a6f-ba10-9e298bb2045e,PCP33210,636 CHURCH ST,EVANSTON,IL,60201-4580,42.046391,-87.694352,847-612-0598,0.0,99
d91116d2-8302-3a1f-8979-7db0ec82eca9,NORTH SUBURBAN PHYSICIANS GROUP  LTD,8965 W GOLF RD,NILES,IL,60714-5812,42.027864,-87.809956,847-699-8888,0.0,31
e83715c9-dedc-3423-8d67-fafa7b3524dc,PCP37376,6942 N KILPATRICK AVE,LINCOLNWOOD,IL,60712-2414,42.005429,-87.732959,847-676-9260,0.0,134
dd1bcf37-755e-3523-a9ee-ad255a8d9597,MEYER EYECARE INC,13114 WESTERN AVE,BLUE ISLAND,IL,60406-2439,41.65757,-87.681126,708-388-1228,0.0,82
11cb2fdf-a0b7-3b8d-915f-235293f400b5,RADIATION MEDICINE INSTITUTE,2650 RIDGE AVE,EVANSTON,IL,60201-1718,42.046391,-87.694352,847-570-2590,0.0,37
1cc3075e-c15a-3bf7-85a7-c8a3f0a3a009,PCP42218,1100 LAKE ST,OAK PARK,IL,60301-1015,41.887166,-87.78994200000001,630-968-4300,0.0,41
0a4b1e9a-6e82-3771-a1d1-2f036be8012f,RUSH OAK PARK PHYSICIANS GROUP FAMILY MEDICINE,610 S MAPLE AVE,OAK PARK,IL,60304-2893,41.887166,-87.78994200000001,708-660-2900,0.0,67
8821be14-cdb5-3591-a22a-9044a802135b,CHIROPRACTIC AND STRENGTH TRAINING INC,10225 W HIGGINS RD,ROSEMONT,IL,60018-3890,41.988982,-87.871747,847-825-2278,0.0,231
1da30f55-b6b3-30f2-87e0-486a90990363,PCP44429,2500 RIDGE AVE,EVANSTON,IL,60201-2477,42.046391,-87.694352,847-707-5159,0.0,44
9968ed6b-a701-3f82-a087-cc34bc7bda8d,PCP44647,1830 SHERMAN AVE,EVANSTON,IL,60201-3771,42.046391,-87.694352,773-203-8619,0.0,71
4bc0ba7d-4850-3e55-8388-29b150d2f17c,PCP44694,636 CHURCH ST,EVANSTON,IL,60201-4586,42.046391,-87.694352,847-866-7249,0.0,5
ed7fef06-da9f-3eb9-8c08-059f9b9b594f,PCP45626,1032 HULL TER,EVANSTON,IL,60202-3311,42.046391,-87.694352,773-206-1041,0.0,28
c36893d7-5241-340a-acae-5060997a4ed2,BROADWAY MEDICAL OFFICE S C,5449 N BROADWAY,CHICAGO,IL,60640-1703,41.979738,-87.92843,773-878-4800,0.0,30
3d873203-eb3d-3c98-a04c-8ebd96b349fd,SMITH PSYCHOTHERAPY ASSOCIATES  S.C.,241 GOLF MILL CTR,NILES,IL,60714-1208,42.027864,-87.809956,847-824-8366,0.0,41
fd90b164-5007-3dcf-9e32-02f52a0ff7c6,ASSOCIATED BEHAVIORAL CONSULTANTS  INC,6600 N LINCOLN AVE,LINCOLNWOOD,IL,60712-3633,42.005429,-87.732959,847-227-8323,0.0,67
49a24540-5051-31a2-9663-04872a8a6c9c,TOTAL REHAB PC,8145 N MILWAUKEE AVE,NILES,IL,60174-2828,42.027864,-87.809956,847-470-0555,0.0,54
8607ee26-bceb-3a1b-9d08-6cf1040f0850,EAR  NOSE AND THROAT SPECIALISTS OF ILLINOIS LTD,8780 W GOLF RD,NILES,IL,60714-5611,42.027864,-87.809956,847-824-8520,0.0,18
9e1b3a77-c1a1-3188-b72d-f3b779df6400,I.DESAI AND R. GOKANI  M.D. S.C.,5909 W 35TH ST,CICERO,IL,60804-4163,41.844537,-87.759287,708-652-2040,0.0,47
664faa8b-27ea-3033-93db-e54b4772fa52,ACADEMIC AND CLINICAL ASSOCIATES IN DERMATOLOGY LTD,7047 N AVE,OAK PARK,IL,60302-1015,41.887166,-87.78994200000001,708-383-0300,0.0,10
16eebd80-225c-37e0-b9d4-4838b7a665e4,PCP55949,3413 N KENNICOTT AVE A,ARLINGTON HEIGHTS,IL,60004-7815,42.097362,-87.98167099999999,847-670-91231,0.0,35
6fe849a3-169a-3389-abe9-22cc22827875,KAMIN PHYSICAL THERAPY  INC.,828 BUSSE HWY,PARK RIDGE,IL,60068-2384,42.011762,-87.843434,847-384-6804,0.0,58
