Id,NAME,ADDRESS,CITY,STATE,ZIP,LAT,LON,PHONE,REVENUE,UTILIZATION
2a6298c1-8383-35ca-88e1-00587bed08f6,LEE MEMORIAL HOSPITAL,2776 CLEVELAND AVE,FORT MYERS,FL,33901,26.432536,-81.91674599999997,2393321111,0.0,11
eedb7a55-60ca-38d7-9b41-a630c4523dbd,BAYFRONT HEALTH PUNTA GORDA,809 E MARION AVE,PUNTA GORDA,FL,33950,26.876171000000006,-81.836764,9416393131,0.0,7
33b6eafb-cf0a-3f4d-b932-2514bd2f493e,LEHIGH REGIONAL MEDICAL CENTER,1500 LEE BLVD,LEHIGH ACRES,FL,33936,26.612695,-81.63884499999998,2393692101,0.0,71
c29bd243-9860-3b75-a8ab-52f1ea35446d,GULF COAST MEDICAL CENTER LEE MEM HEALTH SYSTEM,13681 DOCTORS WAY,FORT MYERS,FL,33912,26.61901,-81.831956,2397685000,0.0,186
dfc9ba8e-8801-342a-a6fd-c2a1c4fee8f1,CAPE CORAL HOSPITAL,636 DEL PRADO BLVD,CAPE CORAL,FL,33990,26.643119,-81.997331,2395742323,0.0,32
aab40c3b-f15a-332c-bc36-08f3c4db4fa1,PCP8093,3940 METRO PKWY,FT MYERS,FL,33916-9407,26.61901,-81.831956,239-275-7865,0.0,2894
eaca628d-8173-31d0-86b4-07a14926044f,PCP8635,1342 COLONIAL BLVD,FORT MYERS,FL,33907-1011,26.559034999999998,-81.891994,239-275-7440,0.0,53
83396f44-a599-39e9-94e8-a153a8dfe7f5,PCP8822,3006 S DEL PRADO BLVD,CAPE CORAL,FL,39904-7231,26.655205,-82.00428000000001,239-471-2928,0.0,50
ec069453-db30-33af-80de-cd7b8f17fcde,PCP15055,16970 SAN CARLOS BLVD,FORT MYERS,FL,33908-1225,26.559034999999998,-81.891994,239-466-2010,0.0,14
bab1d9c7-b6ce-361e-8d35-83fd12e32f62,WARNER CHIROPRACTIC LLC,11470 S CLEVELAND AVE,FT MYERS,FL,33907-2323,26.55052,-81.867802,239-489-2225,0.0,386
5cd319f7-7969-321e-ad3f-7752f4838b08,PCP20673,12520 WORLD PLAZA LANE,FORT MYERS,FL,33907-4078,26.559034999999998,-81.891994,239-939-3700,0.0,78
f887de78-0763-35db-af1b-76f361524962,BERND RAPHAEL MD PA,470 LEE BLVD,LEHIGH ACRES,FL,33936-4923,26.525609999999997,-81.69968100000001,239-368-7270,0.0,56
f83bc0ff-2515-3a29-85bb-6eb80ee65b39,PANAMERICAN INTERNAL MEDICINE INC,2814 LEE BLVD,LEHIGH ACRES,FL,33971-1561,26.525609999999997,-81.69968100000001,239-246-1136,0.0,96
0437614c-0eb7-36b7-9cfc-17d1c860ff25,GOROVOY MD EYE SPECIALISTS,12381 S CLEVELAND AVE,FT MYERS,FL,33907-3852,26.55052,-81.867802,239-939-1444,0.0,255
0a6a3c45-01fa-3b13-a2f5-612f39288143,MICHAEL J HAIKEN MD PA,13691 METRO PKWY,FORT MYERS,FL,33912-4322,26.559034999999998,-81.891994,239-768-1400,0.0,49
6b73da0e-672f-3d7f-899a-c14e6c41e9f8,PCP42700,5285 SUMMERLIN RD,FORT MYERS,FL,33919-7601,26.559034999999998,-81.891994,239-936-2221,0.0,30
3ee08294-b23b-3c27-b95f-a61eb87568a6,PCP48900,621 CAPE CORAL E PKWY,CAPE CORAL,FL,33904-8590,26.655205,-82.00428000000001,917-443-4553,0.0,72
eb4f8d75-9553-3a02-8b52-db4579d31f68,PCP52089,1222 SE 47TH ST,CAPE CORAL,FL,33904-9661,26.655205,-82.00428000000001,239-217-7598,0.0,60
16800763-e33c-32bf-a27d-3e966d86e607,JOSEPH CONVERTINO  OD  PA,545 PINE ISLAND RD,NORTH FORT MYERS,FL,33903-3764,26.722062,-81.863262,239-656-3937,0.0,436
dc586f70-52a7-3158-b28d-f0a96a0f2d02,RETINA CONSULTANTS OF SOUTHWEST FLORIDA  PA,6901 INTERNATIONAL CTR BLVD,FT MYERS,FL,33912,26.55052,-81.867802,239-939-4323,0.0,539
